filename,test_name,test_id,issue_severity,issue_confidence,issue_cwe,issue_text,line_number,col_offset,line_range,more_info
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,325,4,[325],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,326,4,"[326, 327]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,334,4,[334],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,335,4,[335],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,336,4,[336],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,337,4,[337],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,338,4,[338],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,348,4,"[348, 349]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,350,4,[350],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,351,4,"[351, 352]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,353,4,[353],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,354,4,"[354, 355]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,356,4,[356],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,357,4,[357],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,358,4,[358],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,363,4,[363],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,379,8,"[379, 380, 381]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,396,8,"[396, 397]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,401,8,[401],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,418,4,[418],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,434,8,"[434, 435, 436]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,445,8,[445],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,457,8,"[457, 458, 459]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,460,8,"[460, 461, 462]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,463,8,"[463, 464, 465]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,475,8,[475],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,477,8,"[477, 478, 479]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,481,8,[481],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,482,8,[482],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,486,4,[486],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,490,4,[490],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,498,4,"[498, 499]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,503,4,"[503, 504]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,505,4,[505],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,506,4,[506],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,507,4,[507],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,508,4,[508],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,520,4,"[520, 521]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,526,4,[526],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,527,4,[527],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,528,4,"[528, 529]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,533,4,[533],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,534,4,[534],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,535,4,"[535, 536]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,540,4,[540],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,541,4,[541],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,542,4,[542],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,543,4,"[543, 544]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,545,4,[545],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,553,4,"[553, 554]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,557,4,"[557, 558]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,561,4,[561],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,572,4,"[572, 573]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,578,4,[578],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,590,4,"[590, 591]",https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,596,4,[596],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,603,4,[603],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,604,4,[604],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,605,4,[605],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,606,4,[606],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,607,4,[607],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,608,4,[608],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,610,4,[610],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,611,4,[611],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,612,4,[612],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,613,4,[613],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,614,4,[614],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,615,4,[615],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,619,4,[619],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,621,4,[621],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,622,4,[622],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,623,4,[623],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,625,4,[625],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,626,4,[626],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,627,4,[627],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,631,4,[631],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,633,4,[633],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,634,4,[634],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,635,4,[635],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,637,4,[637],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,638,4,[638],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,639,4,[639],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,647,4,[647],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,648,4,[648],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,649,4,[649],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,654,4,[654],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,660,4,[660],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
/Users/rushanjiang/workspace/17-355-Final/flaskbb/tests/unit/test_forum_models.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,661,4,[661],https://bandit.readthedocs.io/en/1.7.4/plugins/b101_assert_used.html
