flaskbb/flaskbb/cli/main.py:381:12: blacklist, severity: MEDIUM, confidence: HIGH, Use of possibly insecure function - consider using safer ast.literal_eval.
flaskbb/tests/unit/user/test_update_password_handler.py:68:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/user/test_update_settings.py:27:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/user/test_update_settings.py:43:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/user/test_update_settings.py:44:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/user/test_update_validator.py:21:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/user/test_update_validator.py:36:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/user/test_update_validator.py:51:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/user/test_update_validator.py:68:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/user/test_update_validator.py:85:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/user/test_update_validator.py:107:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/user/test_update_validator.py:108:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/user/test_update_validator.py:119:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_fields.py:17:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_fields.py:18:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_fields.py:27:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_fields.py:30:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_fields.py:34:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_fields.py:42:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_fields.py:51:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_fields.py:52:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_fields.py:53:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_fields.py:54:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_fields.py:55:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_fields.py:56:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:21:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:23:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:30:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:33:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:36:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:46:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:50:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:57:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:63:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:64:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:69:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:72:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:75:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:81:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:85:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:93:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:100:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:101:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:105:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:111:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:117:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:118:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:119:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:120:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:126:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:127:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:128:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:129:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:135:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:136:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:137:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:138:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:142:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:143:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_helpers.py:176:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_http.py:39:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_http.py:56:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_http.py:61:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_http.py:68:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_http.py:70:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_http.py:74:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_http.py:75:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_http.py:85:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_http.py:95:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_markup.py:10:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_markup.py:29:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_markup.py:30:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_markup.py:40:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_markup.py:41:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:27:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:31:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:32:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:33:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:37:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:38:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:42:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:43:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:53:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:54:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:59:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:60:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:61:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:62:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:72:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:73:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:74:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:75:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:87:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:88:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:89:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:90:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:97:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:98:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:99:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:100:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:105:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:109:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:110:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:114:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:118:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:122:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:124:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:128:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:131:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:134:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:136:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:142:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:146:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:152:12: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_populate.py:163:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_settings.py:7:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_settings.py:9:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_settings.py:12:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_settings.py:14:4: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_translations.py:10:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_translations.py:12:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
flaskbb/tests/unit/utils/test_translations.py:13:8: assert_used, severity: LOW, confidence: HIGH, Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.
